model_id,condition_id,event,n,any_k,any_rate,any_ci95_low,any_ci95_high,before_decision_k,before_decision_rate
hosted_flashlite,sbom_present,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,sbom_present,attestation_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,sbom_present,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,sbom_present,channel_declaration_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,sbom_present,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_issuer_mismatch,sbom_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_issuer_mismatch,release_signature_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_issuer_mismatch,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_issuer_mismatch,attestation_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_issuer_mismatch,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_issuer_mismatch,channel_declaration_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_issuer_mismatch,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_present,sbom_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_present,release_signature_fetched,36,1,0.027777777777777776,0.004920407139810443,0.14169718653273855,0,0.0
hosted_flashlite,signed_release_present,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_present,attestation_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_present,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_present,channel_declaration_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_flashlite,signed_release_present,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,all_signals_present,sbom_opened,36,1,0.027777777777777776,0.004920407139810443,0.14169718653273855,0,0.0
hosted_sonnet,all_signals_present,release_signature_fetched,36,1,0.027777777777777776,0.004920407139810443,0.14169718653273855,0,0.0
hosted_sonnet,all_signals_present,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,all_signals_present,attestation_fetched,36,1,0.027777777777777776,0.004920407139810443,0.14169718653273855,0,0.0
hosted_sonnet,all_signals_present,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,all_signals_present,channel_declaration_opened,36,1,0.027777777777777776,0.004920407139810443,0.14169718653273855,0,0.0
hosted_sonnet,all_signals_present,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_issuer_mismatch,sbom_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_issuer_mismatch,release_signature_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_issuer_mismatch,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_issuer_mismatch,attestation_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_issuer_mismatch,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_issuer_mismatch,channel_declaration_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_issuer_mismatch,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_present,sbom_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_present,release_signature_fetched,36,4,0.1111111111111111,0.04406640300315648,0.25314808590364857,4,0.1111111111111111
hosted_sonnet,attestation_present,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_present,attestation_fetched,36,4,0.1111111111111111,0.04406640300315648,0.25314808590364857,4,0.1111111111111111
hosted_sonnet,attestation_present,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_present,channel_declaration_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,attestation_present,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,channel_declaration_present,sbom_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,channel_declaration_present,release_signature_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,channel_declaration_present,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,channel_declaration_present,attestation_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,channel_declaration_present,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,channel_declaration_present,channel_declaration_opened,36,2,0.05555555555555555,0.015369986664161853,0.18144657208647252,2,0.05555555555555555
hosted_sonnet,channel_declaration_present,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,control,sbom_opened,72,0,0.0,0.0,0.05065117259645781,0,0.0
hosted_sonnet,control,release_signature_fetched,72,0,0.0,0.0,0.05065117259645781,0,0.0
hosted_sonnet,control,release_signature_verified,72,0,0.0,0.0,0.05065117259645781,0,0.0
hosted_sonnet,control,attestation_fetched,72,0,0.0,0.0,0.05065117259645781,0,0.0
hosted_sonnet,control,attestation_verified,72,0,0.0,0.0,0.05065117259645781,0,0.0
hosted_sonnet,control,channel_declaration_opened,72,0,0.0,0.0,0.05065117259645781,0,0.0
hosted_sonnet,control,metadata_surface_opened,72,0,0.0,0.0,0.05065117259645781,0,0.0
hosted_sonnet,inconsistent_surface,sbom_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,inconsistent_surface,release_signature_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,inconsistent_surface,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,inconsistent_surface,attestation_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,inconsistent_surface,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,inconsistent_surface,channel_declaration_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,inconsistent_surface,metadata_surface_opened,36,1,0.027777777777777776,0.004920407139810443,0.14169718653273855,1,0.027777777777777776
hosted_sonnet,sbom_present,sbom_opened,36,3,0.08333333333333333,0.02874861133599338,0.2182669124927263,1,0.027777777777777776
hosted_sonnet,sbom_present,release_signature_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,sbom_present,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,sbom_present,attestation_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,sbom_present,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,sbom_present,channel_declaration_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,sbom_present,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_issuer_mismatch,sbom_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_issuer_mismatch,release_signature_fetched,36,1,0.027777777777777776,0.004920407139810443,0.14169718653273855,1,0.027777777777777776
hosted_sonnet,signed_release_issuer_mismatch,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_issuer_mismatch,attestation_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_issuer_mismatch,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_issuer_mismatch,channel_declaration_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_issuer_mismatch,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_present,sbom_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_present,release_signature_fetched,36,1,0.027777777777777776,0.004920407139810443,0.14169718653273855,0,0.0
hosted_sonnet,signed_release_present,release_signature_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_present,attestation_fetched,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_present,attestation_verified,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_present,channel_declaration_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
hosted_sonnet,signed_release_present,metadata_surface_opened,36,0,0.0,0.0,0.09641862859446367,0,0.0
local_openweight,all_signals_present,sbom_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,all_signals_present,release_signature_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,all_signals_present,release_signature_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,all_signals_present,attestation_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,all_signals_present,attestation_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,all_signals_present,channel_declaration_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,all_signals_present,metadata_surface_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_issuer_mismatch,sbom_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_issuer_mismatch,release_signature_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_issuer_mismatch,release_signature_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_issuer_mismatch,attestation_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_issuer_mismatch,attestation_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_issuer_mismatch,channel_declaration_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_issuer_mismatch,metadata_surface_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_present,sbom_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_present,release_signature_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_present,release_signature_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_present,attestation_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_present,attestation_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_present,channel_declaration_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,attestation_present,metadata_surface_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,channel_declaration_present,sbom_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,channel_declaration_present,release_signature_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,channel_declaration_present,release_signature_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,channel_declaration_present,attestation_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,channel_declaration_present,attestation_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,channel_declaration_present,channel_declaration_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,channel_declaration_present,metadata_surface_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,control,sbom_opened,240,0,0.0,0.0,0.015753919941558815,0,0.0
local_openweight,control,release_signature_fetched,240,0,0.0,0.0,0.015753919941558815,0,0.0
local_openweight,control,release_signature_verified,240,0,0.0,0.0,0.015753919941558815,0,0.0
local_openweight,control,attestation_fetched,240,0,0.0,0.0,0.015753919941558815,0,0.0
local_openweight,control,attestation_verified,240,0,0.0,0.0,0.015753919941558815,0,0.0
local_openweight,control,channel_declaration_opened,240,0,0.0,0.0,0.015753919941558815,0,0.0
local_openweight,control,metadata_surface_opened,240,0,0.0,0.0,0.015753919941558815,0,0.0
local_openweight,inconsistent_surface,sbom_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,inconsistent_surface,release_signature_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,inconsistent_surface,release_signature_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,inconsistent_surface,attestation_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,inconsistent_surface,attestation_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,inconsistent_surface,channel_declaration_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,inconsistent_surface,metadata_surface_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,sbom_present,sbom_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,sbom_present,release_signature_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,sbom_present,release_signature_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,sbom_present,attestation_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,sbom_present,attestation_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,sbom_present,channel_declaration_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,sbom_present,metadata_surface_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_issuer_mismatch,sbom_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_issuer_mismatch,release_signature_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_issuer_mismatch,release_signature_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_issuer_mismatch,attestation_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_issuer_mismatch,attestation_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_issuer_mismatch,channel_declaration_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_issuer_mismatch,metadata_surface_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_present,sbom_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_present,release_signature_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_present,release_signature_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_present,attestation_fetched,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_present,attestation_verified,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_present,channel_declaration_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
local_openweight,signed_release_present,metadata_surface_opened,120,0,0.0,0.0,0.031019166418703486,0,0.0
